From	To	Species	Gene Name
ENSTGUG00000010440	100218555	Taeniopygia guttata	THUMP domain containing 3(THUMPD3)
ENSTGUG00000008132	100230846	Taeniopygia guttata	galectin-related inter-fiber protein(GRIFIN)
ENSTGUG00000011770	100226761	Taeniopygia guttata	aquarius intron-binding spliceosomal factor(AQR)
ENSTGUG00000009465	100224638	Taeniopygia guttata	syntaxin binding protein 4(STXBP4)
ENSTGUG00000008134	100190501	Taeniopygia guttata	mitochondrial ribosomal protein L14(MRPL14)
ENSTGUG00000009461	100226580	Taeniopygia guttata	prickle planar cell polarity protein 2(PRICKLE2)
ENSTGUG00000009460	100190102	Taeniopygia guttata	SFT2 domain containing 1(SFT2D1)
ENSTGUG00000008130	100232150	Taeniopygia guttata	Rh family C glycoprotein(RHCG)
ENSTGUG00000010449	100228175	Taeniopygia guttata	interleukin 1 receptor associated kinase 2(IRAK2)
ENSTGUG00000011779	100231037	Taeniopygia guttata	PDS5 cohesin associated factor B(PDS5B)
ENSTGUG00000010448	100229522	Taeniopygia guttata	sortilin related VPS10 domain containing receptor 3(SORCS3)
ENSTGUG00000011778	100220222	Taeniopygia guttata	ETS variant transcription factor 6(ETV6)
ENSTGUG00000010447	100219595	Taeniopygia guttata	BAR/IMD domain containing adaptor protein 2 like 2(BAIAP2L2)
ENSTGUG00000011777	100230682	Taeniopygia guttata	cyclic nucleotide gated channel subunit beta 3(CNGB3)
ENSTGUG00000010446	100228184	Taeniopygia guttata	THO complex subunit 5(THOC5)
ENSTGUG00000016583	100229735	Taeniopygia guttata	ecdysoneless cell cycle regulator(ECD)
ENSTGUG00000016586	101234126	Taeniopygia guttata	C-type natriuretic peptide 1-like(LOC101234126)
ENSTGUG00000004599	100221648	Taeniopygia guttata	GLI family zinc finger 2(GLI2)
ENSTGUG00000003269	100221211	Taeniopygia guttata	castor zinc finger 1(CASZ1)
ENSTGUG00000004597	100232506	Taeniopygia guttata	calpain 14(CAPN14)
ENSTGUG00000004598	100229608	Taeniopygia guttata	HEN methyltransferase 1(HENMT1)
ENSTGUG00000003267	100230282	Taeniopygia guttata	activin A receptor like type 1(ACVRL1)
ENSTGUG00000003272	100218359	Taeniopygia guttata	peroxisomal biogenesis factor 14(PEX14)
ENSTGUG00000003270	121471036	Taeniopygia guttata	zinc finger MIZ-type containing 2(ZMIZ2)
ENSTGUG00000003275	100219675	Taeniopygia guttata	ankyrin repeat and fibronectin type-III domain-containing protein 1(LOC100219675)
ENSTGUG00000003273	100190688	Taeniopygia guttata	calcyclin binding protein(CACYBP)
ENSTGUG00000016576	100219962	Taeniopygia guttata	CDC like kinase 2(CLK2)
ENSTGUG00000015245	100226982	Taeniopygia guttata	attractin(ATRN)
ENSTGUG00000004588	100227828	Taeniopygia guttata	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4(LOC100227828)
ENSTGUG00000003257	100222516	Taeniopygia guttata	laminin subunit beta 1(LAMB1)
ENSTGUG00000004589	100230800	Taeniopygia guttata	chromodomain Y like 2(CDYL2)
ENSTGUG00000003258	100218697	Taeniopygia guttata	TBC1 domain family member 24(TBC1D24)
ENSTGUG00000004586	100222676	Taeniopygia guttata	myotubularin related protein 1(MTMR1)
ENSTGUG00000003255	100218414	Taeniopygia guttata	TAR DNA binding protein(TARDBP)
ENSTGUG00000003256	100221539	Taeniopygia guttata	ATPase H+ transporting V0 subunit c(ATP6V0C)
ENSTGUG00000003259	100230338	Taeniopygia guttata	interleukin 1 receptor accessory protein like 2(IL1RAPL2)
ENSTGUG00000003260	100232076	Taeniopygia guttata	pappalysin 1(PAPPA)
ENSTGUG00000004592	100218780	Taeniopygia guttata	phosphatase domain containing paladin 1(PALD1)
ENSTGUG00000003261	100225781	Taeniopygia guttata	ubiquitin protein ligase E3 component n-recognin 2(UBR2)
ENSTGUG00000004590	100218303	Taeniopygia guttata	regulation of nuclear pre-mRNA domain containing 2(RPRD2)
ENSTGUG00000003264	100229224	Taeniopygia guttata	TLE family member 4, transcriptional corepressor(LOC100229224)
ENSTGUG00000004596	100232221	Taeniopygia guttata	methyltransferase 22, Kin17 lysine(METTL22)
ENSTGUG00000003265	100228314	Taeniopygia guttata	netrin 3(NTN3)
ENSTGUG00000004593	100218912	Taeniopygia guttata	matrix metallopeptidase 17(MMP17)
ENSTGUG00000004594	100222918	Taeniopygia guttata	pre-mRNA processing factor 38B(PRPF38B)
ENSTGUG00000003263	100220162	Taeniopygia guttata	aryl hydrocarbon receptor(LOC100220162)
ENSTGUG00000017899	100886657	Taeniopygia guttata	microRNA mir-203(MIR203)
ENSTGUG00000017897	100886662	Taeniopygia guttata	microRNA mir-31(MIR31)
ENSTGUG00000003288	100218808	Taeniopygia guttata	somatotropin(LOC100218808)
ENSTGUG00000003289	100230814	Taeniopygia guttata	DNA fragmentation factor subunit alpha(DFFA)
ENSTGUG00000003293	100229541	Taeniopygia guttata	RAB GTPase activating protein 1 like(RABGAP1L)
ENSTGUG00000003294	100229811	Taeniopygia guttata	oxoglutarate dehydrogenase(OGDH)
ENSTGUG00000003291	100229154	Taeniopygia guttata	astrotactin 2(ASTN2)
ENSTGUG00000003292	100231345	Taeniopygia guttata	LON peptidase N-terminal domain and ring finger 3(LONRF3)
ENSTGUG00000003298	100190174	Taeniopygia guttata	centromere protein S(CENPS)
ENSTGUG00000003295	100229732	Taeniopygia guttata	collagen type XVIII alpha 1 chain(COL18A1)
ENSTGUG00000003290	100230213	Taeniopygia guttata	cyclin F(CCNF)
ENSTGUG00000015262	100219487	Taeniopygia guttata	dynamin 2(DNM2)
ENSTGUG00000016594	105759397	Taeniopygia guttata	microsomal triglyceride transfer protein large subunit(LOC105759397)
ENSTGUG00000003279	100232215	Taeniopygia guttata	zinc finger protein 385D(ZNF385D)
ENSTGUG00000003277	100224515	Taeniopygia guttata	shugoshin 1(SGO1)
ENSTGUG00000003278	100224421	Taeniopygia guttata	family with sequence similarity 199, X-linked(FAM199X)
ENSTGUG00000003282	100221655	Taeniopygia guttata	CD79b molecule(CD79B)
ENSTGUG00000003280	100223268	Taeniopygia guttata	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1(SAMHD1)
ENSTGUG00000003286	100218870	Taeniopygia guttata	COMM domain containing 5(COMMD5)
ENSTGUG00000003284	105758776	Taeniopygia guttata	SUMO specific peptidase 1(SENP1)
ENSTGUG00000003285	100230815	Taeniopygia guttata	DnaJ heat shock protein family (Hsp40) member A4(DNAJA4)
ENSTGUG00000011709	100228610	Taeniopygia guttata	L3MBTL histone methyl-lysine binding protein 3(L3MBTL3)
ENSTGUG00000011708	100229100	Taeniopygia guttata	ubiquitin specific peptidase like 1(USPL1)
ENSTGUG00000011707	100229739	Taeniopygia guttata	aldehyde dehydrogenase 18 family member A1(ALDH18A1)
ENSTGUG00000011705	100217663	Taeniopygia guttata	solute carrier organic anion transporter family member 1A2(LOC100217663)
ENSTGUG00000011704	100231482	Taeniopygia guttata	sterile alpha motif domain containing 3(SAMD3)
ENSTGUG00000011703	100222382	Taeniopygia guttata	transmembrane protein 163(TMEM163)
ENSTGUG00000011702	100231434	Taeniopygia guttata	transmembrane protein 200A(TMEM200A)
ENSTGUG00000011701	100229767	Taeniopygia guttata	leucine rich repeat and coiled-coil centrosomal protein 1(LRRCC1)
ENSTGUG00000003309	100222386	Taeniopygia guttata	pleckstrin homology and RUN domain containing M1(PLEKHM1)
ENSTGUG00000004638	100217731	Taeniopygia guttata	casein kinase 1 gamma 1(CSNK1G1)
ENSTGUG00000003307	115491370	Taeniopygia guttata	sodium voltage-gated channel alpha subunit 8(SCN8A)
ENSTGUG00000005969	100219079	Taeniopygia guttata	zinc finger protein 335(ZNF335)
ENSTGUG00000004639	100221557	Taeniopygia guttata	nuclear factor I B(NFIB)
ENSTGUG00000003308	100189997	Taeniopygia guttata	SKI8 subunit of superkiller complex(SKIC8)
ENSTGUG00000017950	100886759	Taeniopygia guttata	microRNA mir-199-2(MIR199-2)
ENSTGUG00000005964	100228056	Taeniopygia guttata	metal response element binding transcription factor 2(MTF2)
ENSTGUG00000005963	100219588	Taeniopygia guttata	transient receptor potential cation channel subfamily M member 2(TRPM2)
ENSTGUG00000004633	100231263	Taeniopygia guttata	erythrocyte membrane protein band 4.1 like 5(EPB41L5)
ENSTGUG00000003302	100534626	Taeniopygia guttata	phosphogluconate dehydrogenase(PGD)
ENSTGUG00000005962	100228057	Taeniopygia guttata	transmembrane protein 117(TMEM117)
ENSTGUG00000004630	100228073	Taeniopygia guttata	transmembrane protein 120A(TMEM120A)
ENSTGUG00000005961	100232777	Taeniopygia guttata	1-acylglycerol-3-phosphate O-acyltransferase 3(AGPAT3)
ENSTGUG00000004631	100223522	Taeniopygia guttata	sorting nexin 1(SNX1)
ENSTGUG00000003300	100220380	Taeniopygia guttata	TBC/LysM-associated domain containing 2(TLDC2)
ENSTGUG00000005968	100223538	Taeniopygia guttata	component of oligomeric golgi complex 7(COG7)
ENSTGUG00000004636	100227491	Taeniopygia guttata	myotubularin 1(MTM1)
ENSTGUG00000005967	100227728	Taeniopygia guttata	matrix metallopeptidase 9(MMP9)
ENSTGUG00000004637	100220318	Taeniopygia guttata	DnaJ heat shock protein family (Hsp40) member C9(DNAJC9)
ENSTGUG00000005966	100230017	Taeniopygia guttata	solute carrier family 46 member 1(SLC46A1)
ENSTGUG00000004634	100217582	Taeniopygia guttata	solute carrier family 5 member 12(SLC5A12)
ENSTGUG00000003303	100226153	Taeniopygia guttata	ubiquitin conjugating enzyme E2 E1(UBE2E1)
ENSTGUG00000003303	101233878	Taeniopygia guttata	ubiquitin-conjugating enzyme E2 E2(LOC101233878)
ENSTGUG00000004635	100220994	Taeniopygia guttata	vav guanine nucleotide exchange factor 3(VAV3)
ENSTGUG00000003304	100534625	Taeniopygia guttata	kinesin family member 1B(KIF1B)
ENSTGUG00000016617	115498464	Taeniopygia guttata	secretory carrier membrane protein 3(SCAMP3)
ENSTGUG00000017948	100886615	Taeniopygia guttata	microRNA mir-137(MIR137)
ENSTGUG00000005971	115495655	Taeniopygia guttata	olfactory receptor 4Q2-like(LOC115495655)
ENSTGUG00000005970	115495348	Taeniopygia guttata	olfactory receptor 1019-like(LOC115495348)
ENSTGUG00000017942	100886597	Taeniopygia guttata	microRNA let-7e(MIRLET7E)
ENSTGUG00000017943	115494751	Taeniopygia guttata	small nucleolar RNA SNORD50(LOC115494751)
ENSTGUG00000017941	100886601	Taeniopygia guttata	microRNA mir-30c(MIR30C)
ENSTGUG00000017945	115498303	Taeniopygia guttata	U11 spliceosomal RNA(LOC115498303)
ENSTGUG00000004629	100229575	Taeniopygia guttata	polypeptide N-acetylgalactosaminyltransferase 14(GALNT14)
ENSTGUG00000005959	100231848	Taeniopygia guttata	choline O-acetyltransferase(CHAT)
ENSTGUG00000004627	100226170	Taeniopygia guttata	leucine zipper protein 2(LUZP2)
ENSTGUG00000005958	100225821	Taeniopygia guttata	ribosome binding protein 1(RRBP1)
ENSTGUG00000005953	100226591	Taeniopygia guttata	magnesium transporter 1(MAGT1)
ENSTGUG00000005952	100217549	Taeniopygia guttata	sterile alpha and TIR motif containing 1(SARM1)
ENSTGUG00000004622	100223125	Taeniopygia guttata	DEAD-box helicase 5(DDX5)
ENSTGUG00000005951	100219717	Taeniopygia guttata	tolloid like 1(TLL1)
ENSTGUG00000004620	100218106	Taeniopygia guttata	DEAH-box helicase 35(DHX35)
ENSTGUG00000005957	100226615	Taeniopygia guttata	solute carrier family 38 member 7(SLC38A7)
ENSTGUG00000005956	100227057	Taeniopygia guttata	cyclase associated actin cytoskeleton regulatory protein 2(CAP2)
ENSTGUG00000005955	100225347	Taeniopygia guttata	THAP domain containing 4(THAP4)
ENSTGUG00000004623	100225651	Taeniopygia guttata	splicing factor SWAP(SFSWAP)
ENSTGUG00000004624	105759395	Taeniopygia guttata	family with sequence similarity 149 member B1(FAM149B1)
ENSTGUG00000017939	115498306	Taeniopygia guttata	small nucleolar RNA SNORD103/SNORD85(LOC115498306)
ENSTGUG00000017938	100886616	Taeniopygia guttata	microRNA mir-126(MIR126)
ENSTGUG00000005960	100226515	Taeniopygia guttata	protein tyrosine phosphatase receptor type N(PTPRN)
ENSTGUG00000017935	100886552	Taeniopygia guttata	microRNA mir-1451(MIR1451)
ENSTGUG00000017933	115495294	Taeniopygia guttata	small nucleolar RNA SNORD17(LOC115495294)
ENSTGUG00000003329	100223622	Taeniopygia guttata	STING1 ER exit protein 1(STEEP1)
ENSTGUG00000017970	115495185	Taeniopygia guttata	small nucleolar RNA SNORA26(LOC115495185)
ENSTGUG00000005986	100230847	Taeniopygia guttata	ataxin 1(ATXN1)
ENSTGUG00000003323	100227994	Taeniopygia guttata	cellular retinoic acid binding protein 1(CRABP1)
ENSTGUG00000005985	100222255	Taeniopygia guttata	GTP dependent ribosome recycling factor mitochondrial 2(GFM2)
ENSTGUG00000004655	100222182	Taeniopygia guttata	inhibitor of growth family member 3(ING3)
ENSTGUG00000005984	100221181	Taeniopygia guttata	RNA binding motif protein 24(RBM24)
ENSTGUG00000004652	100223597	Taeniopygia guttata	phosphomannomutase 2(PMM2)
ENSTGUG00000005983	100221241	Taeniopygia guttata	trafficking protein particle complex subunit 10(TRAPPC10)
ENSTGUG00000004653	100225906	Taeniopygia guttata	Ras association domain family member 1(RASSF1)
ENSTGUG00000004658	100220343	Taeniopygia guttata	pyridoxal phosphate binding protein(PLPBP)
ENSTGUG00000005989	100226071	Taeniopygia guttata	solute carrier family 18 member A3(SLC18A3)
ENSTGUG00000004659	100219897	Taeniopygia guttata	adhesion G protein-coupled receptor D1(ADGRD1)
ENSTGUG00000003328	100227401	Taeniopygia guttata	VRK serine/threonine kinase 3(VRK3)
ENSTGUG00000005988	100190411	Taeniopygia guttata	ribosomal protein L5(RPL5)
ENSTGUG00000004656	100218639	Taeniopygia guttata	argininosuccinate synthase 1(ASS1)
ENSTGUG00000005987	100190190	Taeniopygia guttata	calbindin 2(CALB2)
ENSTGUG00000004657	100219500	Taeniopygia guttata	NADPH--cytochrome P450 reductase(LOC100219500)
ENSTGUG00000003326	105760967	Taeniopygia guttata	tripartite motif containing 32(TRIM32)
ENSTGUG00000005993	100220883	Taeniopygia guttata	ring finger protein 34(RNF34)
ENSTGUG00000004661	100223033	Taeniopygia guttata	zinc finger MYND-type containing 10(ZMYND10)
ENSTGUG00000003330	100226121	Taeniopygia guttata	mitochondrial ribosomal protein L45(MRPL45)
ENSTGUG00000005992	100224145	Taeniopygia guttata	retinal G protein coupled receptor(RGR)
ENSTGUG00000004662	100231123	Taeniopygia guttata	far upstream element binding protein 3(FUBP3)
ENSTGUG00000003331	100227382	Taeniopygia guttata	ERGIC and golgi 2(ERGIC2)
ENSTGUG00000004660	100221630	Taeniopygia guttata	myosin VIIA and Rab interacting protein(MYRIP)
ENSTGUG00000016631	100190642	Taeniopygia guttata	succinate dehydrogenase complex iron sulfur subunit B(SDHB)
ENSTGUG00000017963	115497795	Taeniopygia guttata	small nucleolar RNA SNORA8(LOC115497795)
ENSTGUG00000015307	100227764	Taeniopygia guttata	cytosolic phospholipase A2 epsilon(LOC100227764)
ENSTGUG00000004649	100221281	Taeniopygia guttata	component of inhibitor of nuclear factor kappa B kinase complex(CHUK)
ENSTGUG00000003319	100225989	Taeniopygia guttata	phosphatidylglycerophosphate synthase 1(PGS1)
ENSTGUG00000017961	100886625	Taeniopygia guttata	microRNA mir-194-1(MIR194-1)
ENSTGUG00000005975	115495659	Taeniopygia guttata	proto-oncogene Mas-like(LOC115495659)
ENSTGUG00000003312	105759148	Taeniopygia guttata	KIAA1210 ortholog(KIAA1210)
ENSTGUG00000005974	100231825	Taeniopygia guttata	neural EGFL like 2(NELL2)
ENSTGUG00000004644	100223235	Taeniopygia guttata	ER lipid raft associated 2(ERLIN2)
ENSTGUG00000005973	105758742	Taeniopygia guttata	glutamic-oxaloacetic transaminase 2(GOT2)
ENSTGUG00000003310	100221339	Taeniopygia guttata	phosphatidylinositol glycan anchor biosynthesis class U(PIGU)
ENSTGUG00000005979	100219756	Taeniopygia guttata	cytochrome c oxidase subunit VIIb(COX7B)
ENSTGUG00000004647	100227939	Taeniopygia guttata	aryl hydrocarbon receptor nuclear translocator(ARNT)
ENSTGUG00000005978	115495668	Taeniopygia guttata	ras homolog family member D(RHOD)
ENSTGUG00000003317	100228334	Taeniopygia guttata	methionyl aminopeptidase 1(METAP1)
ENSTGUG00000004645	100228780	Taeniopygia guttata	hyaluronidase-2(LOC100228780)
ENSTGUG00000005976	100224326	Taeniopygia guttata	solute carrier family 13 member 2(SLC13A2)
ENSTGUG00000004646	100225093	Taeniopygia guttata	cadherin like and PC-esterase domain containing 1(CPED1)
ENSTGUG00000003315	100232354	Taeniopygia guttata	solute carrier family 25 member 43(SLC25A43)
ENSTGUG00000005982	100225413	Taeniopygia guttata	cyclin B2(CCNB2)
ENSTGUG00000005981	100217932	Taeniopygia guttata	ATPase copper transporting alpha(ATP7A)
ENSTGUG00000005980	100230512	Taeniopygia guttata	lysine demethylase 2A(KDM2A)
ENSTGUG00000017951	100886624	Taeniopygia guttata	microRNA mir-140(MIR140)
ENSTGUG00000016625	100225913	Taeniopygia guttata	ADAM metallopeptidase with thrombospondin type 1 motif 14(ADAMTS14)
ENSTGUG00000017990	115493546	Taeniopygia guttata	small nucleolar RNA U83B(LOC115493546)
ENSTGUG00000016660	100227578	Taeniopygia guttata	lysosomal acid glucosylceramidase(LOC100227578)
ENSTGUG00000002013	100220084	Taeniopygia guttata	RNA binding motif protein 17(RBM17)
ENSTGUG00000004676	100222949	Taeniopygia guttata	DNA topoisomerase I(TOP1)
ENSTGUG00000003345	100227853	Taeniopygia guttata	suppressor of cytokine signaling 3(SOCS3)
ENSTGUG00000002012	100222960	Taeniopygia guttata	endonuclease domain-containing 1 protein(LOC100222960)
ENSTGUG00000003346	100224528	Taeniopygia guttata	ATP binding cassette subfamily A member 3(ABCA3)
ENSTGUG00000002015	100231976	Taeniopygia guttata	LMBR1 domain containing 2(LMBRD2)
ENSTGUG00000004674	101233588	Taeniopygia guttata	calpain-13(LOC101233588)
ENSTGUG00000003344	100217902	Taeniopygia guttata	ubiquitin conjugating enzyme E2 A(UBE2A)
ENSTGUG00000002017	100230344	Taeniopygia guttata	Wnt family member 9B(WNT9B)
ENSTGUG00000002016	100218166	Taeniopygia guttata	Bardet-Biedl syndrome 12(BBS12)
ENSTGUG00000004678	100231299	Taeniopygia guttata	iduronate 2-sulfatase(IDS)
ENSTGUG00000004679	100230229	Taeniopygia guttata	multiple PDZ domain crumbs cell polarity complex component(MPDZ)
ENSTGUG00000003352	100224250	Taeniopygia guttata	gamma-glutamyltransferase 7(GGT7)
ENSTGUG00000004684	100231651	Taeniopygia guttata	SET domain bifurcated histone lysine methyltransferase 1(SETDB1)
ENSTGUG00000003353	100230190	Taeniopygia guttata	leucine rich repeat kinase 2(LRRK2)
ENSTGUG00000002022	100228489	Taeniopygia guttata	N-ethylmaleimide sensitive factor, vesicle fusing ATPase(NSF)
ENSTGUG00000003350	100225398	Taeniopygia guttata	BMP/retinoic acid inducible neural specific 1(BRINP1)
ENSTGUG00000002021	100231352	Taeniopygia guttata	Wnt family member 3(WNT3)
ENSTGUG00000004682	100190220	Taeniopygia guttata	cholecystokinin(CCK)
ENSTGUG00000003351	100226881	Taeniopygia guttata	arylformamidase(AFMID)
ENSTGUG00000017986	100886586	Taeniopygia guttata	microRNA mir-101-1(MIR101-1)
ENSTGUG00000017984	100886645	Taeniopygia guttata	microRNA mir-32(MIR32)
ENSTGUG00000017988	102465240	Taeniopygia guttata	microRNA mir-1743(MIR1743)
ENSTGUG00000002009	100222957	Taeniopygia guttata	interleukin-2 receptor subunit alpha-like(LOC100222957)
ENSTGUG00000017983	100886713	Taeniopygia guttata	microRNA mir-16b(MIR16B)
ENSTGUG00000017980	100886667	Taeniopygia guttata	microRNA mir-34c-1(MIR34C-1)
ENSTGUG00000015321	121468724	Taeniopygia guttata	ribosomal protein S5(RPS5)
ENSTGUG00000017981	115497827	Taeniopygia guttata	small nucleolar RNA SNORD89(LOC115497827)
ENSTGUG00000005997	100217744	Taeniopygia guttata	golgi associated, gamma adaptin ear containing, ARF binding protein 2(GGA2)
ENSTGUG00000002002	100225187	Taeniopygia guttata	mitogen-activated protein kinase kinase kinase kinase 3(MAP4K3)
ENSTGUG00000005996	100218390	Taeniopygia guttata	PWP2 small subunit processome component(PWP2)
ENSTGUG00000003335	100218788	Taeniopygia guttata	nuclear receptor subfamily 1 group D member 2(NR1D2)
ENSTGUG00000005995	100217951	Taeniopygia guttata	purine nucleoside phosphorylase(PNP)
ENSTGUG00000004663	100232296	Taeniopygia guttata	mastermind like domain containing 1(MAMLD1)
ENSTGUG00000003332	100225103	Taeniopygia guttata	iron responsive element binding protein 2(IREB2)
ENSTGUG00000005994	100222518	Taeniopygia guttata	ring finger protein 111(RNF111)
ENSTGUG00000002003	115497996	Taeniopygia guttata	F-box protein 42(FBXO42)
ENSTGUG00000004664	100218829	Taeniopygia guttata	protein EOLA1(LOC100218829)
ENSTGUG00000003333	115497916	Taeniopygia guttata	tumor protein p53 inducible nuclear protein 2(TP53INP2)
ENSTGUG00000004669	100224227	Taeniopygia guttata	anoctamin 3(ANO3)
ENSTGUG00000003338	100190027	Taeniopygia guttata	MCTS1 re-initiation and release factor(MCTS1)
ENSTGUG00000002005	100223334	Taeniopygia guttata	calcyphosine like(CAPSL)
ENSTGUG00000003339	105758921	Taeniopygia guttata	aminopeptidase puromycin sensitive(NPEPPS)
ENSTGUG00000005999	100221404	Taeniopygia guttata	forkhead box N1(FOXN1)
ENSTGUG00000004667	100221681	Taeniopygia guttata	transmembrane protein 185A(TMEM185A)
ENSTGUG00000003336	100227138	Taeniopygia guttata	nuclear receptor coactivator 6(NCOA6)
ENSTGUG00000005998	100190417	Taeniopygia guttata	destrin, actin depolymerizing factor(DSTN)
ENSTGUG00000002007	100223945	Taeniopygia guttata	interleukin 21(IL21)
ENSTGUG00000004668	100220256	Taeniopygia guttata	tetraspanin 12(TSPAN12)
ENSTGUG00000003337	100217486	Taeniopygia guttata	suppressor of cytokine signaling 7(SOCS7)
ENSTGUG00000004672	100190162	Taeniopygia guttata	RAN, member RAS oncogene family(RAN)
ENSTGUG00000004673	100230186	Taeniopygia guttata	thyroid hormone receptor interactor 4(TRIP4)
ENSTGUG00000003342	100216357	Taeniopygia guttata	toll like receptor 4(TLR4)
ENSTGUG00000002011	100217894	Taeniopygia guttata	golgi SNAP receptor complex member 2(GOSR2)
ENSTGUG00000004670	100221531	Taeniopygia guttata	ubiquitin specific peptidase 7(USP7)
ENSTGUG00000002010	100226754	Taeniopygia guttata	caltractin(LOC100226754)
ENSTGUG00000004671	100229917	Taeniopygia guttata	adhesion G protein-coupled receptor A2(ADGRA2)
ENSTGUG00000003340	100190137	Taeniopygia guttata	alcohol dehydrogenase 5 (class III)-like(LOC100190137)
ENSTGUG00000016643	115498021	Taeniopygia guttata	microfibril associated protein 2(MFAP2)
ENSTGUG00000015311	100221760	Taeniopygia guttata	FKBP prolyl isomerase 11(FKBP11)
ENSTGUG00000017973	115496093	Taeniopygia guttata	small nucleolar RNA SNORD70(LOC115496093)
ENSTGUG00000017974	100886598	Taeniopygia guttata	microRNA let-7a-1(MIRLET7A-1)
ENSTGUG00000017979	100886585	Taeniopygia guttata	microRNA mir-124-1(MIR124-1)
ENSTGUG00000016649	115498011	Taeniopygia guttata	peptidyl arginine deiminase 2(PADI2)
ENSTGUG00000017978	100886638	Taeniopygia guttata	microRNA mir-92-1(MIR92-1)
ENSTGUG00000016681	100222246	Taeniopygia guttata	ATPase cation transporting 13A2(ATP13A2)
ENSTGUG00000016682	100221761	Taeniopygia guttata	ADAM metallopeptidase domain 15(ADAM15)
ENSTGUG00000003367	100220039	Taeniopygia guttata	BICRA like chromatin remodeling complex associated protein(BICRAL)
ENSTGUG00000004699	100221307	Taeniopygia guttata	coiled-coil domain containing 34(CCDC34)
ENSTGUG00000003368	100227014	Taeniopygia guttata	interleukin 1 beta(IL1B)
ENSTGUG00000002037	100232581	Taeniopygia guttata	protein kinase C theta(PRKCQ)
ENSTGUG00000002036	100224888	Taeniopygia guttata	BCL2 apoptosis regulator(BCL2)
ENSTGUG00000002036	100227804	Taeniopygia guttata	3-ketodihydrosphingosine reductase(KDSR)
ENSTGUG00000004697	100226326	Taeniopygia guttata	exosome component 2(EXOSC2)
ENSTGUG00000003366	100219044	Taeniopygia guttata	tubulin folding cofactor C(TBCC)
ENSTGUG00000002039	100224545	Taeniopygia guttata	zinc finger and BTB domain containing 17(ZBTB17)
ENSTGUG00000002038	100223875	Taeniopygia guttata	sprouty RTK signaling antagonist 1(SPRY1)
ENSTGUG00000002040	100230917	Taeniopygia guttata	SOS Ras/Rac guanine nucleotide exchange factor 1(SOS1)
ENSTGUG00000002042	100222872	Taeniopygia guttata	FAT atypical cadherin 4(FAT4)
ENSTGUG00000003374	778446	Taeniopygia guttata	retinoic acid receptor beta(RARB)
ENSTGUG00000002041	100225736	Taeniopygia guttata	ankyrin repeat domain containing 50(ANKRD50)
ENSTGUG00000002043	100221971	Taeniopygia guttata	vacuolar protein sorting 4 homolog B(VPS4B)
ENSTGUG00000003373	100217791	Taeniopygia guttata	phosphoserine aminotransferase 1(PSAT1)
ENSTGUG00000016675	100229817	Taeniopygia guttata	medium-chain specific acyl-CoA dehydrogenase, mitochondrial(LOC100229817)
ENSTGUG00000004687	101233162	Taeniopygia guttata	platelet and endothelial cell adhesion molecule 1(PECAM1)
ENSTGUG00000003356	100230286	Taeniopygia guttata	NFKB repressing factor(NKRF)
ENSTGUG00000002023	100230237	Taeniopygia guttata	chloride voltage-gated channel Ka(CLCNKA)
ENSTGUG00000004688	100225005	Taeniopygia guttata	cytochrome b561 domain-containing protein 2(LOC100225005)
ENSTGUG00000004685	100219647	Taeniopygia guttata	trafficking kinesin protein 1(TRAK1)
ENSTGUG00000002025	100232575	Taeniopygia guttata	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(PFKFB3)
ENSTGUG00000004686	100227896	Taeniopygia guttata	NPR2 like, GATOR1 complex subunit(NPRL2)
ENSTGUG00000002028	100226834	Taeniopygia guttata	PH domain and leucine rich repeat protein phosphatase 1(PHLPP1)
ENSTGUG00000002027	100217547	Taeniopygia guttata	S-phase kinase associated protein 2(SKP2)
ENSTGUG00000004689	100231269	Taeniopygia guttata	protein tyrosine phosphatase non-receptor type 4(PTPN4)
ENSTGUG00000002029	100221993	Taeniopygia guttata	AFG2 AAA ATPase homolog A(AFG2A)
ENSTGUG00000004690	100218859	Taeniopygia guttata	ALF transcription elongation factor 2(AFF2)
ENSTGUG00000004691	100232741	Taeniopygia guttata	potassium voltage-gated channel subfamily D member 2(KCND2)
ENSTGUG00000002031	105760855	Taeniopygia guttata	RAN binding protein 3 like(RANBP3L)
ENSTGUG00000004694	100220232	Taeniopygia guttata	testis expressed 2(TEX2)
ENSTGUG00000003363	115496268	Taeniopygia guttata	calcium-dependent protein kinase 27(LOC115496268)
ENSTGUG00000002030	100230014	Taeniopygia guttata	NAD kinase 2, mitochondrial(NADK2)
ENSTGUG00000004695	100220161	Taeniopygia guttata	transmembrane protein 115(TMEM115)
ENSTGUG00000003364	100223988	Taeniopygia guttata	thymidine kinase 1(TK1)
ENSTGUG00000002033	105758978	Taeniopygia guttata	MARVEL domain-containing protein 3(LOC105758978)
ENSTGUG00000004692	100228261	Taeniopygia guttata	PR/SET domain 12(PRDM12)
ENSTGUG00000003361	100190432	Taeniopygia guttata	septin 6(SEPTIN6)
ENSTGUG00000002032	100229066	Taeniopygia guttata	solute carrier family 1 member 3(SLC1A3)
